date,gas_weight_kg,daily_usage_kg,cylinder_type,gas_percentage,days_since_refill,day_of_week,weekend,consumption_rate,usage_velocity,rolling_avg_7,days_remaining,refill_price_lkr,price_per_kg_lkr,estimated_monthly_cost
2026-01-21,3.333285183064631,0.08032824384460777,5kg Standard,66.66570366129262,20,2,0,0.0012049410631399045,-0.007610237648715781,0.08054252274469421,40,1910,382,920.5616744592049
2026-01-22,3.2644140645670636,0.06887111849756733,5kg Standard,65.28828129134128,21,3,0,0.0010548771867686035,-0.011457125347040437,0.08161333812471315,39,1910,382,789.2630179821215
2026-01-23,3.189076423543624,0.07533764102343962,5kg Standard,63.78152847087249,22,4,0,0.0011811827472564338,0.0064665225258722925,0.08206320650609092,38,1910,382,863.369366128618
2026-01-24,3.1162001644746913,0.07287625906893272,5kg Standard,62.324003289493824,23,5,1,0.0011693128685977354,-0.0024613819545069027,0.08176898003046305,37,1910,382,835.161928929969
2026-01-25,3.028922078097317,0.08727808637737408,5kg Standard,60.57844156194634,24,6,1,0.0014407449932188367,0.014401827308441362,0.08115567284680557,36,1910,382,1000.206869884707
2026-01-26,2.9283674651487677,0.10055461294854934,5kg Standard,58.56734930297536,25,0,0,0.0017169056504225458,0.013276526571175257,0.08188349189339919,35,1910,382,1152.3558643903755
2026-01-27,2.8391224330358793,0.08924503211288849,5kg Standard,56.78244866071759,26,1,0,0.0015717010135673966,-0.011309580835660846,0.08207014198190847,34,1910,382,1022.7480680137021
2026-01-28,2.7642439429441508,0.07487849009172835,5kg Standard,55.28487885888301,27,2,0,0.001354411760272802,-0.014366542021160139,0.08129160573149714,33,1910,382,858.107496451207
2026-01-29,2.6972471363937447,0.06699680655040598,5kg Standard,53.94494272787489,28,3,0,0.0012419478668903438,-0.007881683541322376,0.08102384688190266,32,1910,382,767.7834030676524
2026-01-30,2.6237056051427112,0.07354153125103362,5kg Standard,52.47411210285422,29,4,0,0.0014014821462226034,0.006544724700627641,0.08076725977155894,31,1910,382,842.7859481368453
2026-01-31,2.5467141382038583,0.07699146693885302,5kg Standard,50.93428276407717,30,5,1,0.0015115843938643505,0.0034499356878194,0.08135514661011899,30,1910,382,882.3222111192556
2026-02-01,2.4474527472813135,0.09926139092254468,5kg Standard,48.94905494562627,31,6,1,0.0020278510184273527,0.022269923983691667,0.08306704725942907,29,1910,382,1137.5355399723621
2026-02-02,2.347520233405003,0.09993251387631033,5kg Standard,46.95040466810006,32,0,0,0.0021284697029290652,0.000671122953765646,0.08297817596339493,28,1910,382,1145.2266090225164
2026-02-03,2.2578087880497826,0.08971144535522049,5kg Standard,45.15617576099565,33,1,0,0.001986692713529345,-0.010221068521089838,0.08304480642658521,27,1910,382,1028.0931637708268
2026-02-04,2.1806960634892665,0.07711272456051595,5kg Standard,43.61392126978533,34,2,0,0.0017680759334505834,-0.012598720794704546,0.08336398277926915,26,1910,382,883.7118234635128
2026-02-05,2.1168002817391214,0.06389578175014489,5kg Standard,42.336005634782424,35,3,0,0.0015092539031988739,-0.013216942810371057,0.08292097923637469,25,1910,382,732.2456588566605
2026-02-06,2.0407559637640977,0.07604431797502377,5kg Standard,40.81511927528195,36,4,0,0.0018631408979141947,0.01214853622487888,0.08327852019694473,24,1910,382,871.4678839937724
2026-02-07,1.9705543143834967,0.07020164938060112,5kg Standard,39.41108628766993,37,5,1,0.0017812665418096903,-0.005842668594422645,0.08230854626005159,23,1910,382,804.510901901689
2026-02-08,1.887195244627989,0.08335906975550784,5kg Standard,37.743904892559776,38,6,1,0.002208543869342462,0.01315742037490672,0.08003678609333206,22,1910,382,955.2949393981199
2026-02-09,1.7862109384486433,0.10098430617934562,5kg Standard,35.72421876897287,39,0,0,0.0028267743748969626,0.017625236423837773,0.08018704213662282,21,1910,382,1157.280148815301
2026-02-10,1.6875186055486662,0.09869233289997706,5kg Standard,33.75037211097332,40,1,0,0.0029241850304781982,-0.0022919732793685588,0.08147002607158804,20,1910,382,1131.014135033737
2026-02-11,1.6136617641427162,0.07385684140594985,5kg Standard,32.27323528285432,41,2,0,0.002288485822962642,-0.02483549149402721,0.08100489990665002,19,1910,382,846.3994025121852
2026-02-12,1.5442400055546575,0.06942175858805881,5kg Standard,30.884800111093146,42,3,0,0.0022477645423751354,-0.0044350828178910395,0.08179432516920915,18,1910,382,795.573353419154
2026-02-13,1.470745524032604,0.07349448152205355,5kg Standard,29.41491048065208,43,4,0,0.002498545136501272,0.0040727229339947435,0.08143006281878484,17,1910,382,842.2467582427338
2026-02-14,1.398138133984441,0.07260739004816287,5kg Standard,27.96276267968882,44,5,1,0.0025965742684252854,-0.0008870914738906832,0.08177374005700795,16,1910,382,832.0806899519464
2026-02-15,1.3117373550264144,0.08640077895802645,5kg Standard,26.23474710052829,45,6,1,0.003293371902040809,0.013793388909863577,0.08220826994308203,15,1910,382,990.1529268589832
2026-02-16,1.2140405488812134,0.09769680614520107,5kg Standard,24.280810977624267,46,0,0,0.004023622037799008,0.011296027187174623,0.08173862708106139,14,1910,382,1119.6053984240043
2026-02-17,1.1137549377501188,0.10028561113109458,5kg Standard,22.275098755002375,47,1,0,0.004502139911212433,0.002588804985893506,0.0819662382569353,13,1910,382,1149.2731035623437
2026-02-18,1.0390368463022766,0.0747180914478423,5kg Standard,20.78073692604553,48,2,0,0.0035955458034885378,-0.02556751968325227,0.08208927397720567,12,1910,382,856.2693279922729
2026-02-19,0.9778520470790902,0.061184799223186336,5kg Standard,19.557040941581803,49,3,0,0.0031285305075522134,-0.01353329222465597,0.0809125654965096,11,1910,382,701.1777990977154
2026-02-20,0.9012316272321163,0.07662041984697397,5kg Standard,18.024632544642323,50,4,0,0.004250872779636708,0.015435620623787637,0.08135912811435538,10,1910,382,878.0700114463217
2026-02-21,0.8231570386341979,0.07807458859791842,5kg Standard,16.463140772683957,51,5,1,0.004742387231934606,0.0014541687509444512,0.08214015647860616,9,1910,382,894.7347853321452
2026-02-22,0.7365416486357277,0.0866153899984702,5kg Standard,14.730832972714552,52,6,1,0.0058798704838283825,0.008540801400551773,0.08217081519866955,8,1910,382,992.6123693824684
2026-02-23,0.6334832671915234,0.10305838144420434,5kg Standard,12.669665343830466,53,0,0,0.00813426232243687,0.016442991445734148,0.0829367545270986,7,1910,382,1181.0490513505817
2026-02-24,0.5333282695790436,0.10015499761247976,5kg Standard,10.666565391580871,54,1,0,0.00938962017628769,-0.0029033838317245875,0.08291809545301077,6,1910,382,1147.7762726390179
2026-02-25,0.45567186898346257,0.07765640059558099,5kg Standard,9.11343737966925,55,2,0,0.00852108785745553,-0.02249859701689877,0.0833378539026877,5,1910,382,889.9423508253582
2026-02-26,0.38986795659957574,0.06580391238388682,5kg Standard,7.797359131991515,56,3,0,0.008439256326401873,-0.01185248821169417,0.08399772721135922,4,1910,382,754.112835919343
2026-02-27,0.3164140184788318,0.07345393812074393,5kg Standard,6.328280369576636,57,4,0,0.011607250916674859,0.007650025736857108,0.08354537267904062,3,1910,382,841.7821308637253
2026-02-28,0.234757701321814,0.08165631715701782,5kg Standard,4.69515402643628,58,5,1,0.017391616270147514,0.008202379036273896,0.08405704818748341,2,1910,382,935.7813946194243
2026-03-01,0.1398799756862022,0.0948777256356118,5kg Standard,2.7975995137240437,59,6,1,0.03391397702572326,0.013221408478593974,0.08523738184993221,1,1910,382,1087.2987357841112
2026-03-02,5.0,0.09760412881077356,5kg Standard,100.0,60,0,0,0.0009760412881077356,0.0027264031751617623,0.08445820290229923,59,1910,382,1118.543316171465
2026-03-03,4.905928294883319,0.09407170511668092,5kg Standard,98.11856589766637,61,1,0,0.0009587554022629503,-0.0035324236940926373,0.08358916111718513,58,1910,382,1078.0617406371634
2026-03-04,4.838459969753349,0.06746832512996985,5kg Standard,96.76919939506699,62,2,0,0.0006972086733354661,-0.02660337998671107,0.08213372176495495,57,1910,382,773.1870059894544
2026-03-05,4.774441002873752,0.06401896687959666,5kg Standard,95.48882005747504,63,3,0,0.0006704341601567956,-0.003449358250373194,0.08187872955005636,56,1910,382,733.6573604401777
2026-03-06,4.695378373761781,0.07906262911197098,5kg Standard,93.90756747523564,64,4,0,0.0008419196795063464,0.015043662232374327,0.08267997112023165,55,1910,382,906.0577296231875
2026-03-07,4.608597173618927,0.08678120014285412,5kg Standard,92.17194347237853,65,5,1,0.000941514270759194,0.007718571030883137,0.08341209726106542,54,1910,382,994.5125536371082
2026-03-08,4.5189572242268286,0.08963994939209832,5kg Standard,90.37914448453657,66,6,1,0.0009918211762608051,0.0028587492492442024,0.08266384351199206,53,1910,382,1027.2738200334468
2026-03-09,4.4139395597373685,0.10501766448946012,5kg Standard,88.27879119474737,67,0,0,0.0011896137573722092,0.0153777150973618,0.08372292003751872,52,1910,382,1203.502435049213
2026-03-10,4.31713137961213,0.09680818012523817,5kg Standard,86.34262759224261,68,1,0,0.001121209567334685,-0.008209484364221947,0.08411384503874118,51,1910,382,1109.4217442352297
2026-03-11,4.247356978385156,0.06977440122697437,5kg Standard,84.94713956770312,69,2,0,0.0008213861182619806,-0.027033778898263805,0.0844432844811704,50,1910,382,799.6146380611264
2026-03-12,4.175550000357614,0.07180697802754207,5kg Standard,83.51100000715228,70,3,0,0.0008598505349162647,0.0020325768005677036,0.08555585750230545,49,1910,382,822.9079681956322
2026-03-13,4.092859817525284,0.08269018283232984,5kg Standard,81.85719635050567,71,4,0,0.0010101760934769545,0.010883204804787772,0.08607407946235672,48,1910,382,947.6294952585
2026-03-14,4.013038947720833,0.07982086980445025,5kg Standard,80.26077895441666,72,5,1,0.0009945190022362447,-0.0028693130278795997,0.08507974655687045,47,1910,382,914.7471679589999
2026-03-15,3.9152157294417633,0.09782321827907003,5kg Standard,78.30431458883527,73,6,1,0.0012492698364416537,0.01800234847461979,0.08624878496929499,46,1910,382,1121.0540814781427
2026-03-16,3.828314454962212,0.08690127447955129,5kg Standard,76.56628909924424,74,0,0,0.001134980883909771,-0.010921943799518746,0.08366072925359372,45,1910,382,995.8886055356578
2026-03-17,3.729204942440336,0.09910951252187612,5kg Standard,74.58409884880672,75,1,0,0.0013288289870309507,0.012208238042324834,0.083989491024542,44,1910,382,1135.7950135007004
2026-03-18,3.6557697070991453,0.07343523534119085,5kg Standard,73.1153941419829,76,2,0,0.001004374471381319,-0.025674277180685268,0.08451246732657292,43,1910,382,841.5677970100471
2026-03-19,3.5872647438514744,0.06850496324767066,5kg Standard,71.74529487702948,77,3,0,0.0009548356218353732,-0.004930272093520191,0.08404075092944843,42,1910,382,785.0668788183058
2026-03-20,3.511805939968797,0.0754588038826775,5kg Standard,70.23611879937593,78,4,0,0.0010743589647688218,0.006953840635006842,0.08300769679378382,41,1910,382,864.7578924954842
2026-03-21,3.4417437845418015,0.07006215542699554,5kg Standard,68.83487569083603,79,5,1,0.0010178293303190042,-0.005396648455681968,0.08161359473986173,40,1910,382,802.9123011933689
2026-03-22,3.3528421439809892,0.08890164056081244,5kg Standard,67.05684287961978,80,6,1,0.0013257653767029917,0.018839485133816905,0.08033908363725349,39,1910,382,1018.8128008269106
2026-03-23,3.2510565811234304,0.10178556285755874,5kg Standard,65.0211316224686,81,0,0,0.0015654228143637211,0.0128839222967463,0.08246541054839741,38,1910,382,1166.4625503476232
2026-03-24,3.148667110899723,0.10238947022370758,5kg Standard,62.97334221799446,82,1,0,0.001625917675915414,0.0006039073661488342,0.08293397593437334,37,1910,382,1173.3833287636887
2026-03-25,3.078258461991091,0.07040864890863176,5kg Standard,61.56516923982183,83,2,0,0.001143644203012923,-0.03198082131507582,0.08250160644400774,36,1910,382,806.88311649292
2026-03-26,3.012300930005557,0.06595753198553407,5kg Standard,60.24601860011114,84,3,0,0.0010948031673816267,-0.004451116923097687,0.08213768769227395,35,1910,382,755.8733165542204
2026-03-27,2.93980971522348,0.07249121478207732,5kg Standard,58.796194304469594,85,4,0,0.001232923586970435,0.006533682796543247,0.0817137463921882,34,1910,382,830.749321402606
2026-03-28,2.8552327046349695,0.08457701058851037,5kg Standard,57.10465409269939,86,5,1,0.001481087871598249,0.012085795806433056,0.08378729712954747,33,1910,382,969.2525413443288
2026-03-29,2.763588949086671,0.09164375554829841,5kg Standard,55.27177898173342,87,6,1,0.0016580569186778924,0.0070667449597880405,0.08417902784204546,32,1910,382,1050.2374385834999
2026-03-30,2.6662377501055063,0.09735119898116482,5kg Standard,53.32475500211012,88,0,0,0.0018256286217782438,0.005707443432866402,0.0835455472882749,31,1910,382,1115.6447403241489
2026-03-31,2.5686714129399397,0.09756633716556679,5kg Standard,51.37342825879879,89,1,0,0.001899159555287348,0.00021513818440196952,0.08285652827996907,30,1910,382,1118.1102239173954
2026-04-01,2.4951860251931994,0.0734853877467402,5kg Standard,49.903720503863994,90,2,0,0.001472543269415159,-0.02408094941882659,0.08329606239969886,29,1910,382,842.1425435776425
2026-04-02,2.420342800240535,0.07484322495266445,5kg Standard,48.4068560048107,91,3,0,0.0015461286092454856,0.0013578372059242505,0.0845654471092889,28,1910,382,857.7033579575345
2026-04-03,2.3488530657099216,0.07148973453061323,5kg Standard,46.97706131419843,92,4,0,0.0015218009073080536,-0.003353490422051214,0.08442237850193689,27,1910,382,819.2723577208277
2026-04-04,2.2704913764429104,0.07836168926701116,5kg Standard,45.40982752885821,93,5,1,0.0017256548533951567,0.006871954736397928,0.08353447545600844,26,1910,382,898.0249589999479
2026-04-05,2.1824519172085712,0.08803945923433922,5kg Standard,43.64903834417142,94,6,1,0.0020169850831569434,0.009677769967328054,0.08301957598258569,25,1910,382,1008.9322028255274
2026-04-06,2.089769491949232,0.09268242525933941,5kg Standard,41.79538983898464,95,0,0,0.002217527474116054,0.004642966025000195,0.08235260830803921,24,1910,382,1062.1405934720297
2026-04-07,1.993288890563909,0.09648060138532288,5kg Standard,39.86577781127818,96,1,0,0.0024201359331819726,0.003798176125983474,0.0821975031965758,23,1910,382,1105.6676918758
2026-04-08,1.9189836142030097,0.07430527636089944,5kg Standard,38.3796722840602,97,2,0,0.00193605812501322,-0.022175325024423445,0.08231463014145568,22,1910,382,851.5384670959077
2026-04-09,1.8489580469197973,0.07002556728321231,5kg Standard,36.97916093839594,98,3,0,0.0018936494367697743,-0.004279709077687127,0.08162639333153396,21,1910,382,802.493001065613
2026-04-10,1.775130982586673,0.07382706433312426,5kg Standard,35.50261965173346,99,4,0,0.002079482163776598,0.0038014970499119505,0.08196029758903553,20,1910,382,846.0581572576041
2026-04-11,1.702207836296925,0.07292314628974793,5kg Standard,34.0441567259385,100,5,1,0.0021420165250909924,-0.0009039180433763339,0.08118336287799792,19,1910,382,835.6992564805113
2026-04-12,1.6143110629107518,0.0878967733861732,5kg Standard,32.286221258215036,101,6,1,0.002722423682945194,0.014973627096425274,0.08116297918540279,18,1910,382,1007.2970230055448
2026-04-13,1.5160246354933857,0.09828642741736615,5kg Standard,30.320492709867715,102,0,0,0.003241584111374916,0.01038965403119295,0.08196355092226373,17,1910,382,1126.362458203016
2026-04-14,1.4250360218394937,0.09098861365389191,5kg Standard,28.500720436789873,103,1,0,0.0031925022336081075,-0.007297813763474242,0.08117898124634504,16,1910,382,1042.7295124736013
2026-04-15,1.3528424503978238,0.07219357144166995,5kg Standard,27.056849007956473,104,2,0,0.0026682179961325264,-0.01879504221222196,0.08087730911502654,15,1910,382,827.3383287215377
2026-04-16,1.2808221961137511,0.0720202542840727,5kg Standard,25.616443922275025,105,3,0,0.0028114852515280938,-0.00017331715759724697,0.08116226440086373,14,1910,382,825.3521140954732
2026-04-17,1.1963912666076986,0.08443092950605265,5kg Standard,23.927825332153972,106,4,0,0.0035285667767139374,0.012410675221979944,0.08267710228271065,13,1910,382,967.5784521393633
2026-04-18,1.1155183775435393,0.0808728890641592,5kg Standard,22.310367550870787,107,5,1,0.00362490169109754,-0.003558040441893451,0.08381277982191225,12,1910,382,926.8033086752644
2026-04-19,1.0242306255899256,0.09128775195361381,5kg Standard,20.48461251179851,108,6,1,0.004456406090231625,0.010414862889454618,0.08429720533154662,11,1910,382,1046.1576373884143
2026-04-20,0.9246028551687564,0.09962777042116917,5kg Standard,18.492057103375128,109,0,0,0.005387598030020432,0.00834001846755536,0.08448882576066134,10,1910,382,1141.7342490265987
2026-04-21,0.8391967112452516,0.08540614392350479,5kg Standard,16.783934224905035,110,1,0,0.005088565218324908,-0.014221626497664383,0.08369133008489175,9,1910,382,978.754409363365
2026-04-22,0.7663292806224977,0.07286743062275391,5kg Standard,15.326585612449955,111,2,0,0.004754315962164651,-0.012538713300750876,0.08378759568218945,8,1910,382,835.0607549367598
2026-04-23,0.6960281295727926,0.07030115104970514,5kg Standard,13.920562591455852,112,3,0,0.005050165938900666,-0.0025662795730487797,0.08354200950585124,7,1910,382,805.6511910296208
2026-04-24,0.6087119190103661,0.08731621056242643,5kg Standard,12.174238380207322,113,4,0,0.007172211339674743,0.017015059512721295,0.08395419251390464,6,1910,382,1000.643773045407
2026-04-25,0.5296737238342717,0.0790381951760944,5kg Standard,10.593474476685435,114,5,1,0.007461026630124516,-0.008278015386332035,0.08369209338703823,5,1910,382,905.7777167180418
2026-04-26,0.43816598712260363,0.09150773671166806,5kg Standard,8.763319742452072,115,6,1,0.010442131452579316,0.01246954153557367,0.08372351978104599,4,1910,382,1048.678662715716
2026-04-27,0.3383395459711298,0.0998264411514738,5kg Standard,6.766790919422597,116,0,0,0.014752405141548526,0.00831870443980573,0.08375190131394664,3,1910,382,1144.0110155958896
2026-04-28,0.24918293615922749,0.08915660981190233,5kg Standard,4.98365872318455,117,1,0,0.017889790365687684,-0.010669831339571459,0.08428768215514629,2,1910,382,1021.7347484444008
2026-04-29,0.17046882208665237,0.0787141140725751,5kg Standard,3.4093764417330474,118,2,0,0.023087539735730474,-0.010442495739327234,0.0851229226479779,1,1910,382,902.0637472717107
2026-04-30,5.0,0.07375966516343388,5kg Standard,100.0,119,3,0,0.0007375966516343388,-0.004954448909141221,0.08561699609279629,59,1910,382,845.2857627729524
2026-05-01,5.0,0.07895515973521523,5kg Standard,100.0,120,4,0,0.0007895515973521523,0.005195494571781353,0.08442256026033755,59,1910,382,904.8261305655666
2026-05-02,4.924546937273973,0.07545306272602631,5kg Standard,98.49093874547947,121,5,1,0.0007660914159932246,-0.003502097009188923,0.0839103984817564,58,1910,382,864.6920988402615
2026-05-03,4.827532965719293,0.09701397155468049,5kg Standard,96.55065931438585,122,6,1,0.0010047986439821815,0.021560908828654177,0.0846970034593296,57,1910,382,1111.7801140166384
2026-05-04,4.734542221033254,0.0929907446860386,5kg Standard,94.69084442066509,123,0,0,0.0009820457854713622,-0.004023226868641885,0.08372047539283886,56,1910,382,1065.6739341020025
2026-05-05,4.636607935564252,0.09793428546900135,5kg Standard,92.73215871128505,124,1,0,0.0010560984110583767,0.0049435407829627465,0.0849744290581387,55,1910,382,1122.3269114747554
2026-05-06,4.552655657435203,0.08395227812904989,5kg Standard,91.05311314870406,125,2,0,0.0009220143631107111,-0.01398200733995146,0.08572273820906369,54,1910,382,962.0931073589118
2026-05-07,4.4876083390608565,0.06504731837434656,5kg Standard,89.75216678121714,126,3,0,0.0007247437104544569,-0.018904959754703327,0.08447811723919406,53,1910,382,745.4422685700116
2026-05-08,4.4154398277088704,0.07216851135198614,5kg Standard,88.3087965541774,127,4,0,0.0008172290209810616,0.007121192977639579,0.0835085960415899,52,1910,382,827.0511400937612
2026-05-09,4.334941570883432,0.08049825682543821,5kg Standard,86.69883141766863,128,5,1,0.0009284814513547551,0.008329745473452069,0.0842293380557916,51,1910,382,922.5100232195218
2026-05-10,4.247458949154013,0.087482621729419,5kg Standard,84.94917898308026,129,6,1,0.0010298230398064628,0.006984364903980786,0.08286771665218282,50,1910,382,1002.5508450191418
2026-05-11,4.155212266309344,0.09224668284466934,5kg Standard,83.10424532618687,130,0,0,0.0011100116784960637,0.004764061115250351,0.08276142210341578,49,1910,382,1057.1469853999108
2026-05-12,4.059869451435314,0.09534281487403014,5kg Standard,81.19738902870628,131,1,0,0.0011742103534920676,0.003096132029360793,0.0823912120184199,48,1910,382,1092.6286584563854
2026-05-13,3.9921809700039446,0.06768848143136948,5kg Standard,79.8436194000789,132,2,0,0.0008477631893438763,-0.02765433344266066,0.08006781249017983,47,1910,382,775.7099972034943
2026-05-14,3.9198130078507685,0.07236796215317591,5kg Standard,78.39626015701538,133,3,0,0.0009231047757665259,0.004679480721806434,0.08111361874429832,46,1910,382,829.3368462753959
2026-05-15,3.8494101290219374,0.07040287882883098,5kg Standard,76.98820258043875,134,4,0,0.0009144632095452898,-0.0019650833243449323,0.08086138552670473,45,1910,382,806.816991378403
2026-05-16,3.7616604569968497,0.0877496720250877,5kg Standard,75.233209139937,135,5,1,0.0011663688552999187,0.01734679319625672,0.08189730198379751,44,1910,382,1005.6112414075051
2026-05-17,3.675576723458531,0.08608373353831882,5kg Standard,73.51153446917061,136,6,1,0.0011710234884896975,-0.001665938486768881,0.08169746081364034,43,1910,382,986.5195863491335
2026-05-18,3.5771870310395593,0.09838969241897162,5kg Standard,71.54374062079118,137,0,0,0.0013752383026835865,0.012305958880652806,0.08257503360996923,42,1910,382,1127.5458751214148
2026-05-19,3.478119444952711,0.09906758608684835,5kg Standard,69.56238889905421,138,1,0,0.001424154455514901,0.000677893667876725,0.08310714378322899,41,1910,382,1135.314536555282
2026-05-20,3.411273766534881,0.06684567841783022,5kg Standard,68.22547533069762,139,2,0,0.0009797759281825543,-0.03222190766901813,0.08298674335272338,40,1910,382,766.0514746683343
2026-05-21,3.34013646686186,0.07113729967302065,5kg Standard,66.8027293372372,140,3,0,0.0010648861263422554,0.004291621255190434,0.0828109344269869,39,1910,382,815.2334542528167
2026-05-22,3.2586007530904477,0.08153571377141214,5kg Standard,65.17201506180895,141,4,0,0.0012510847438748657,0.010398414098391484,0.08440133941878421,38,1910,382,934.3992798203831
2026-05-23,3.186638169263254,0.07196258382719387,5kg Standard,63.73276338526508,142,5,1,0.0011291301366014752,-0.009573129944218273,0.08214604110479938,37,1910,382,824.6912106596418
2026-05-24,3.0957149999705926,0.09092316929266152,5kg Standard,61.914299999411845,143,6,1,0.0014685326215999413,0.018960585465467653,0.08283738906970549,36,1910,382,1041.979520093901
2026-05-25,2.9944155859993504,0.10129941397124212,5kg Standard,59.88831171998701,144,0,0,0.001691472193186482,0.010376244678580601,0.08325306357717269,35,1910,382,1160.8912841104345
2026-05-26,2.8955064716404637,0.09890911435888655,5kg Standard,57.91012943280928,145,1,0,0.0017079760540622984,-0.0023902996123555675,0.08323042475889243,34,1910,382,1133.4984505528398
2026-05-27,2.828691225194854,0.06681524644560959,5kg Standard,56.57382450389707,146,2,0,0.001181027569401942,-0.032093867913276966,0.08322607733428951,33,1910,382,765.7027242666859
2026-05-28,2.7652935082602754,0.06339771693457863,5kg Standard,55.305870165205505,147,3,0,0.0011463108119482031,-0.003417529511030956,0.0821204226573692,32,1910,382,726.537836070271
2026-05-29,2.687683800432191,0.07760970782808449,5kg Standard,53.75367600864382,148,4,0,0.0014438027980747683,0.01421199089350586,0.08155956466546524,31,1910,382,889.4072517098483
2026-05-30,2.606198877066025,0.08148492336616593,5kg Standard,52.1239775413205,149,5,1,0.001563290585442563,0.003875215538081442,0.0829198988853184,30,1910,382,933.8172217762616
2026-05-31,2.5149464128142958,0.09125246425172938,5kg Standard,50.29892825628591,150,6,1,0.001814202954519721,0.009767540885563447,0.08296694102232809,29,1910,382,1045.7532403248188
2026-06-01,2.413214171766811,0.10173224104748488,5kg Standard,48.26428343533622,151,0,0,0.002107816252649524,0.0104797767957555,0.08302877346179136,28,1910,382,1165.8514824041767
2026-06-02,2.321614295374703,0.09159987639210755,5kg Standard,46.43228590749406,152,1,0,0.001972762585382934,-0.010132364655377327,0.08198459660939435,27,1910,382,1049.7345834535527
2026-06-03,2.2474530268888984,0.07416126848580501,5kg Standard,44.94906053777797,153,2,0,0.00164989585095945,-0.017438607906302542,0.08303402832942228,26,1910,382,849.8881368473253
2026-06-04,2.1759876645224048,0.07146536236649341,5kg Standard,43.519753290448094,154,3,0,0.0016421362016815232,-0.0026959061193116,0.0841865491054101,25,1910,382,818.9930527200145
